time,voltage
0.0137,-289.6537755953093
0.0138,-287.78840979000995
0.0139,-283.97091624423524
0.014,-269.4003016676562
0.0141,-266.5115257317334
0.0142,-258.5372100970656
0.0143,-253.38986874832864
0.0144,-247.92743942930394
0.0145,-238.58118880665376
0.0146,-233.3752637028075
0.0147,-224.34146730723765
0.0148,-217.9069433311153
0.0149,-215.57802821166825
0.015,-213.68618945258225
0.0151,-206.51664417832097
0.0152,-199.771628360344
0.0153,-195.92825812254165
0.0154,-190.15862094834236
0.0155,-182.8670849661141
0.0156,-173.71967227489358
0.0157,-164.2967028587569
0.0158,-153.6513597050673
0.0159,-141.3708643509192
0.016,-123.13272217161439
0.0161,-108.8552369839006
0.0162,-89.20889361748186
0.0163,-71.45476288401944
0.0164,-49.930317648826176
0.0165,-29.665536419847832
0.0166,-8.367690394239334
0.0167,11.847049522677905
0.0168,32.4370631575943
0.0169,55.65567758136823
0.017,76.25666475430631
0.0171,90.01442807754836
0.0172,104.44999110509194
0.0173,123.63416889326727
0.0174,140.12077460513254
0.0175,149.99888526125616
0.0176,164.33301334315902
0.0177,172.74313674043665
0.0178,179.53489741900088
0.0179,186.3640194960916
0.018,197.7420242132187
0.0181,199.44785997612396
0.0182,203.92897185839803
0.0183,215.14989303833943
0.0184,216.8928012639381
0.0185,223.9963443336542
0.0186,226.4996914734679
0.0187,235.38778542377818
0.0188,240.68420447189774
0.0189,243.19448619610608
0.019,252.64982648741713
0.0191,255.83935419401283
0.0192,261.5490945308318
0.0193,267.31236245850437
0.0194,270.1040331328053
0.0195,272.76254384805117
0.0196,274.2253139942514
0.0197,278.93813258238794
0.0198,278.8305842645069
0.0199,280.96521245868087
0.02,279.72554892915963
0.0201,286.69001797037697
0.0202,287.0107175003797
0.0203,285.6218200852121
0.0204,289.6188214904389
0.0205,292.2737538180315
0.0206,292.53460252235044
0.0207,294.18235602607757
0.0208,300.49345711729217
0.0209,301.388022969255
0.021,303.6467758049433
0.0211,308.6558496082416
0.0212,307.5703414808655
0.0213,311.7249208884053
0.0214,311.17158430844614
0.0215,312.9252547158847
0.0216,307.28589212740764
0.0217,305.99197792364026
0.0218,305.5670087079632
0.0219,302.1463275711579
0.022,296.20804076743684
0.0221,290.5373367085235
0.0222,281.9238483507943
0.0223,276.8201124836737
0.0224,269.8253234473471
0.0225,257.9355664306695
0.0226,252.6744577338754
0.0227,245.01748271859483
0.0228,240.40188546643517
0.0229,235.24825403068226
0.023,227.37547839632606
0.0231,226.37357014271436
0.0232,217.3990476927227
0.0233,212.34664739799052
0.0234,210.11837309098703
0.0235,202.15660463438704
0.0236,198.55845538204707
0.0237,192.9655818261496
0.0238,187.1956132163235
0.0239,178.87596467671872
0.024,171.7900797566222
0.0241,160.00102661501484
0.0242,141.82245336481083
0.0243,131.08784288044893
0.0244,115.7496907566697
0.0245,96.84291164089726
0.0246,80.4027831780478
0.0247,56.55491577631909
0.0248,39.72697441005214
0.0249,13.659280889824513
0.025,-7.487243374380389
0.0251,-27.53635854842293
0.0252,-47.53582762108791
0.0253,-68.78076331698517
0.0254,-88.93731618576474
0.0255,-100.72235983476617
0.0256,-119.74665014244682
0.0257,-135.16126944064376
0.0258,-144.174023981464
0.0259,-155.94521170862242
0.026,-169.9793828760703
0.0261,-178.11289687926484
0.0262,-185.02555768640775
0.0263,-192.49532377473886
0.0264,-200.33174922782433
0.0265,-202.3870376469582
0.0266,-211.05986659351612
0.0267,-218.32430633251596
0.0268,-221.87587573926487
0.0269,-229.7364764438391
0.027,-233.84086171442453
0.0271,-236.49861893227967
0.0272,-245.21907683212441
0.0273,-252.16366354537874
0.0274,-257.90464651366824
0.0275,-257.23117396511867
0.0276,-262.02514908667877
0.0277,-266.84791145148387
0.0278,-272.36831081965903
0.0279,-274.5608803343992
0.028,-272.38325705393265
0.0281,-278.4359612369245
0.0282,-281.4271768743612
0.0283,-284.32770197158953
0.0284,-282.1963973610564
0.0285,-288.77399319746087
0.0286,-291.8715838302525
0.0287,-293.00287563357426
0.0288,-292.2072366046419
0.0289,-291.656379641162
0.029,-295.5536697318455
0.0291,-297.97396973724835
0.0292,-300.12933240108987
0.0293,-303.8279971780164
0.0294,-304.848586151923
0.0295,-306.2028518321827
0.0296,-306.9298570010447
0.0297,-311.87405144093253
0.0298,-310.47746516407784
0.0299,-309.7994156609064
0.03,-306.0263830305006
0.0301,-304.82217714297144
0.0302,-300.93503251444633
0.0303,-297.4923993641232
0.0304,-292.06765393290976
0.0305,-285.9066577504233
0.0306,-276.604023334073
0.0307,-273.29464123839904
0.0308,-261.7873348907584
0.0309,-258.34758577400413
0.031,-249.25903060624336
0.0311,-242.30758407569988
0.0312,-235.36013750138153
0.0313,-233.14126719183832
0.0314,-226.0408081527029
0.0315,-221.17643928790594
0.0316,-216.59023978407564
0.0317,-209.44418536656661
0.0318,-205.45974178472756
0.0319,-199.92764660705123
0.032,-192.435961491186
0.0321,-188.406778907234
0.0322,-180.63841635956248
0.0323,-171.52311548692953
0.0324,-161.6652142459195
0.0325,-148.50051382251908
0.0326,-131.5768233111044
0.0327,-115.39704799638874
0.0328,-100.96703008912047
0.0329,-83.67553983727642
0.033,-66.49904418938108
0.0331,-42.1520609798428
0.0332,-20.29814758213312
0.0333,-0.6148510632926778
0.0334,16.153582913852564
0.0335,41.84449384212117
0.0336,61.36996983705188
0.0337,76.51945754859649
0.0338,92.606945658634
0.0339,112.97556676620377
0.034,126.34647193275374
0.0341,143.0216673579704
0.0342,156.37878326507953
0.0343,166.41332947478372
0.0344,176.83359380415405
0.0345,184.22471061598927
0.0346,189.1507000593167
0.0347,196.26544316760703
0.0348,201.22584292809435
0.0349,210.58570879875725
0.035,213.6203767968085
0.0351,218.1231833959546
0.0352,223.62367849667461
0.0353,231.12666947350914
0.0354,235.8534892831932
0.0355,242.57789453324057
0.0356,248.89934671741236
0.0357,252.45323177507078
0.0358,257.54328550476214
0.0359,260.8384253486555
0.036,266.6672034350768
0.0361,270.43871174067823
0.0362,273.9012967376304
0.0363,274.44672831028987
0.0364,276.10495837172573
0.0365,280.568191702966
0.0366,284.4271431245214
0.0367,279.8196027965019
0.0368,289.7927305447742
0.0369,284.2015601397236
0.037,286.73039536121166
0.0371,289.3156616768973
0.0372,289.71865049416624
0.0373,294.72690369680265
0.0374,296.17844624692896
0.0375,300.4032778244412
0.0376,304.79208425503
0.0377,306.00716052348633
0.0378,308.18033759870247
0.0379,308.75183329378984
0.038,313.31618154146173
0.0381,311.4866184991409
0.0382,311.1868701909805
0.0383,314.0712035146271
0.0384,305.51395390931276
0.0385,304.3665421054388
0.0386,302.84592384784304
0.0387,291.10857815633364
0.0388,286.2815981773742
0.0389,278.8149113109989
0.039,276.2517918827151
0.0391,267.6960635370976
0.0392,255.3260977307366
0.0393,250.9345397513074
0.0394,243.64965461346617
0.0395,243.25411648313332
0.0396,231.94844758455469
0.0397,228.83142101725224
0.0398,224.73286899640422
0.0399,215.64410314548346
0.04,212.8453552306989
0.0401,208.23205573600524
0.0402,204.5848664340039
0.0403,196.0121266822951
0.0404,192.34757942449298
0.0405,184.49262518726678
0.0406,175.31330660742447
0.0407,160.74069961676946
0.0408,149.79617541550553
0.0409,140.6294508559368
0.041,123.70176799887871
0.0411,108.88113788342856
0.0412,86.34126054698885
0.0413,69.5820463103044
0.0414,53.480545032416394
0.0415,27.88401194701489
0.0416,5.970594429200189
0.0417,-14.678424576042922
0.0418,-36.905469698686694
0.0419,-50.45348058680731
0.042,-72.7981778503244
0.0421,-88.79096004089988
0.0422,-106.43063320338575
0.0423,-123.67399786936767
0.0424,-137.71249758447453
0.0425,-150.84924663394042
0.0426,-162.00138743250685
0.0427,-170.93534489279745
0.0428,-179.74201762499175
0.0429,-185.41318317507404
0.043,-194.17763068574274
0.0431,-200.52854218226523
0.0432,-207.947796625041
0.0433,-216.25611347521703
0.0434,-216.75162363622448
0.0435,-223.33557798864177
0.0436,-232.04985939419825
0.0437,-237.21676481411507
0.0438,-239.58699797768696
0.0439,-244.97349707814664
0.044,-249.5558090479744
0.0441,-253.8214197690658
0.0442,-259.34479151434317
0.0443,-263.1356657995721
0.0444,-269.8108528268546
0.0445,-272.81923377774393
0.0446,-271.42567799398677
0.0447,-275.64500800206224
0.0448,-280.44358025201416
0.0449,-283.3326803395456
0.045,-282.55927892890577
0.0451,-282.69353381503515
0.0452,-285.2254868756616
0.0453,-288.48553732505906
0.0454,-287.8519788062276
0.0455,-292.9279746707922
0.0456,-294.79244601064823
0.0457,-298.2870856715859
0.0458,-299.97999561542974
0.0459,-298.7870222683889
0.046,-304.0413706768266
0.0461,-308.75273616766606
0.0462,-307.40809216908485
0.0463,-309.9012432663846
0.0464,-306.9667004804835
0.0465,-303.62884649939645
0.0466,-309.2728736554369
0.0467,-304.5656126040621
0.0468,-304.85288547845806
0.0469,-299.0221674796358
0.047,-295.814773324064
0.0471,-288.965129774798
0.0472,-280.78427617740374
0.0473,-276.51199408221396
0.0474,-269.857806294478
0.0475,-261.6711562102078
0.0476,-253.33476691619072
0.0477,-248.49035246024388
0.0478,-242.66325972450198
0.0479,-238.02378163705544
0.048,-227.54438026641628
0.0481,-224.74601144781448
0.0482,-220.6579901647335
0.0483,-213.3601358615367
0.0484,-209.95038694171657
0.0485,-206.62939960820287
0.0486,-199.41269928786775
0.0487,-192.32527714625706
0.0488,-186.5024345185222
0.0489,-175.90502360244267
0.049,-166.4497924178317
0.0491,-153.05310462009015
0.0492,-142.4834676135904
0.0493,-132.18391475602857
0.0494,-114.96231803713394
0.0495,-96.21189184412589
0.0496,-73.4670965294995
0.0497,-59.43759511294525
0.0498,-39.42162329114109
0.0499,-16.083905732049157
0.05,3.618496892210211
0.0501,30.3621437048291
0.0502,43.654016162980824
0.0503,64.24872930613631
0.0504,83.13815284638216
0.0505,103.17308729615324
0.0506,119.12000287080289
0.0507,131.98339900182938
0.0508,145.39595709642123
0.0509,157.11070747287812
0.051,167.04548881048834
0.0511,175.16917650456898
0.0512,184.4991895874416
0.0513,190.9501841284819
0.0514,198.90181433031307
0.0515,206.23476598952374
0.0516,211.9507311629736
0.0517,215.46718145321657
0.0518,222.96921884555243
0.0519,226.8189256754136
0.052,236.15633917217988
0.0521,239.41479898381286
0.0522,244.82139092322083
0.0523,250.83811659631607
0.0524,255.34288886936622
0.0525,258.6136849213852
0.0526,265.57069298274087
0.0527,269.6942066083394
0.0528,272.90026477120557
0.0529,272.34569686845
0.053,276.8546573544829
0.0531,273.573587296495
0.0532,282.71044145912083
0.0533,284.06144775650785
0.0534,285.8684937381259
0.0535,282.41740155663956
0.0536,285.72074288865406
0.0537,288.3617155716597
0.0538,290.54753028761644
0.0539,293.8016168460103
0.054,297.6227407812545
0.0541,297.6827361358675
0.0542,302.13437611419573
0.0543,304.124334708552
0.0544,305.2268899542835
0.0545,310.2479020067569
0.0546,309.66593684878893
0.0547,315.5520566141829
0.0548,307.73112235323487
0.0549,308.7396991521783
0.055,307.74374478420384
0.0551,306.59670663517136
0.0552,302.51466001096236
0.0553,297.5845334949528
0.0554,290.7191431083813
0.0555,286.4265890967572
0.0556,278.0343347770383
0.0557,274.00889715002626
0.0558,265.8594128256355
0.0559,255.99817748043245
0.056,249.30585661725718
0.0561,239.78993257403462
0.0562,235.8603829172443
0.0563,232.92013007487876
0.0564,228.14990831030892
0.0565,217.8724304309174
0.0566,213.50646387506777
0.0567,210.7131304685931
0.0568,205.81019283040789
0.0569,199.84614966867485
0.057,191.0482470339345
0.0571,186.7143625002094
0.0572,180.33911267089596
0.0573,173.07431422959922
0.0574,162.98293422138204
0.0575,145.7454577858997
0.0576,134.45434151536998
0.0577,117.92531100656426
0.0578,103.07764486486778
0.0579,84.93527417831994
0.058,65.53915654060881
0.0581,47.3324177149025
0.0582,22.55924767242849
0.0583,3.8803233362454215
0.0584,-17.045584055401303
0.0585,-40.18288650840541
0.0586,-59.29318985587498
0.0587,-76.66629257063087
0.0588,-95.84981068111884
0.0589,-111.72547037381294
0.059,-131.08208635073981
0.0591,-140.48662348234362
0.0592,-151.61930040179152
0.0593,-165.81958415792153
0.0594,-173.20004915744983
0.0595,-182.3620515721248
0.0596,-189.1871648511761
0.0597,-195.43279054459344
0.0598,-202.5799098278297
0.0599,-209.78810835626413
0.06,-211.13934959305746
0.0601,-221.47370618162498
0.0602,-223.27740436029444
0.0603,-228.353833898809
0.0604,-236.13284137932783
0.0605,-238.33150482719188
0.0606,-242.97957393060344
0.0607,-255.83687573268224
0.0608,-256.87595138274537
0.0609,-262.15678338730936
0.061,-266.5585801377975
0.0611,-267.65549624354355
0.0612,-274.95301465719473
0.0613,-277.97121268745525
0.0614,-276.1461786723768
0.0615,-279.21838963466456
0.0616,-278.824628888327
0.0617,-283.6368433366337
0.0618,-288.51429605711115
0.0619,-286.5767043743918
0.062,-290.4337490559308
0.0621,-292.2116470684924
0.0622,-292.0188104029082
0.0623,-294.1914913319834
0.0624,-296.21773579490184
0.0625,-299.3088239738176
0.0626,-301.6051390528999
0.0627,-304.4991746353188
0.0628,-305.5237140462696
0.0629,-311.6955681768295
0.063,-311.336476329426
0.0631,-310.2206215499907
0.0632,-310.5633784769558
0.0633,-311.90577506517894
0.0634,-305.4405261278154
0.0635,-297.5445236399994
0.0636,-298.199192483698
0.0637,-295.9055271588799
0.0638,-288.7177763127407
0.0639,-280.63665946166947
0.064,-271.85914023210097
0.0641,-267.5876756993276
0.0642,-259.6268792246823
0.0643,-252.2978361829956
0.0644,-245.09113875338215
0.0645,-237.71130231304798
0.0646,-232.96058074732784
0.0647,-229.11145295842286
0.0648,-217.89466576852726
0.0649,-218.22605032350253
0.065,-210.61515917213762
0.0651,-206.7497243566677
0.0652,-203.20010227971574
0.0653,-197.18151909695777
0.0654,-188.84462130523426
0.0655,-180.43140404876377
0.0656,-178.3359751186269
0.0657,-161.844710783428
0.0658,-152.55600428502544
0.0659,-140.51402925041342
0.066,-124.64978505229429
0.0661,-110.66418201312325
0.0662,-89.82959889998851
0.0663,-70.81763076153109
0.0664,-51.25214692344411
0.0665,-30.38668569334347
0.0666,-8.76740735949762
0.0667,14.779404699216794
0.0668,37.026446480177064
0.0669,54.606831064253
0.067,72.43785174529388
0.0671,92.42741969462097
0.0672,108.23040391302912
0.0673,123.01786913927657
0.0674,138.69003509005074
0.0675,150.22599245961567
0.0676,159.79697744050878
0.0677,169.16332409701823
0.0678,180.9915272875637
0.0679,187.80002516877028
0.068,191.76742157610073
0.0681,200.93316740591249
0.0682,208.85250931912105
0.0683,215.55343493657654
0.0684,217.09432457521106
0.0685,224.58885968067554
0.0686,227.60699763928048
0.0687,237.64007647697778
0.0688,236.68707536262391
0.0689,245.41489004041438
0.069,253.38197685843645
0.0691,254.5878755754812
0.0692,257.86477653645557
0.0693,267.7320226661755
0.0694,267.74264451109735
0.0695,274.90011759507985
0.0696,277.6529026128771
0.0697,280.0709357874178
0.0698,278.3500619658338
0.0699,281.8484696122
0.07,283.27675996851957
0.0701,285.20206343496494
0.0702,285.3956624237304
0.0703,287.7638705985187
0.0704,288.7565961644615
0.0705,288.3690979940419
0.0706,290.9445920297958
0.0707,291.71862333900543
0.0708,299.9164800632672
0.0709,305.3555294021562
0.071,307.5273892663929
0.0711,304.88811110204176
0.0712,308.89852117463454
0.0713,308.5531206962808
0.0714,307.1659396385356
0.0715,310.05144032272824
0.0716,308.1096490713641
0.0717,309.49031638353125
0.0718,303.1322497037762
0.0719,302.6020527380178
0.072,295.5079388005756
0.0721,288.2929648117329
0.0722,283.6105826888198
0.0723,277.9725153424985
0.0724,267.0928387700019
0.0725,260.63626690657105
0.0726,255.74775878999398
0.0727,244.47526889452374
0.0728,244.84893161860998
0.0729,234.50925724255544
0.073,229.25705315429767
0.0731,224.13936788962312
0.0732,219.54789828047558
0.0733,214.69605007701276
0.0734,207.7926712125378
0.0735,202.5692226603469
0.0736,199.23908810942325
0.0737,190.27940474436016
0.0738,184.47968684148535
0.0739,179.30067908970963
0.074,170.51563792685718
0.0741,150.96132185370874
0.0742,146.0999771623845
0.0743,129.47351547112922
0.0744,112.83257165991887
0.0745,96.86428341790094
0.0746,78.05877447703598
0.0747,59.825096493486335
0.0748,35.735601381162155
0.0749,13.881027569440331
0.075,-4.73937013539214
0.0751,-28.541783269518067
0.0752,-50.21044806510393
0.0753,-67.41426738293835
0.0754,-86.16805311592474
0.0755,-104.86878076899644
0.0756,-118.41081781251017
0.0757,-131.9692476426
0.0758,-150.09731594148948
0.0759,-155.24978804900246
0.076,-163.55919888608878
0.0761,-178.4072816456823
0.0762,-189.3845923366434
0.0763,-191.98299380045768
0.0764,-198.31539360385403
0.0765,-204.8565958706417
0.0766,-209.169731446568
0.0767,-215.50627352498475
0.0768,-222.06491412774974
0.0769,-225.01954058966618
0.077,-229.36041361881556
0.0771,-240.32552295226128
0.0772,-244.79973931378117
0.0773,-247.1651262249939
0.0774,-253.88590321828298
0.0775,-259.8376236488022
0.0776,-261.5850746585246
0.0777,-264.8178482401316
0.0778,-271.6601193483352
0.0779,-275.4195563950012
0.078,-275.29559923569667
0.0781,-279.1291147114876
0.0782,-280.46302817433445
0.0783,-283.22184096991833
0.0784,-283.20113374138384
0.0785,-285.1613867655384
0.0786,-287.0576930317998
0.0787,-291.91186247755314
0.0788,-291.8807840283096
0.0789,-294.00935386998
0.079,-296.94834109435203
0.0791,-300.135758773149
0.0792,-299.0063784390931
0.0793,-303.9177743487696
0.0794,-306.743362987194
0.0795,-306.34699298465557
0.0796,-309.37879608219646
0.0797,-307.3548743213084
0.0798,-312.2599370976491
0.0799,-306.4264274873452
0.08,-308.27934166222053
0.0801,-306.038148132548
0.0802,-296.72466096354447
0.0803,-295.609698370319
0.0804,-292.8012053729889
0.0805,-288.2914006125573
0.0806,-280.3076149715819
0.0807,-271.65669948912057
0.0808,-264.1152883607069
0.0809,-257.47434938555745
0.081,-250.97460041846065
0.0811,-239.65416056160782
0.0812,-238.45450569282482
0.0813,-230.81080488222182
0.0814,-228.23183575330663
0.0815,-218.35915600556785
0.0816,-216.44590144481108
0.0817,-208.1822577607349
0.0818,-206.66847795534264
0.0819,-201.24837745390445
0.082,-198.48250536365623
0.0821,-187.4663282651385
0.0822,-179.61084697196864
0.0823,-172.18351159497163
0.0824,-161.87287072413915
0.0825,-144.89833875506375
0.0826,-133.24476652195497
0.0827,-116.36396581097709
0.0828,-104.89570810017418
0.0829,-80.27468607913782
0.083,-62.442304187082684
0.0831,-44.67911724250904
0.0832,-26.844538220203987
0.0833,-3.808497642323387
0.0834,17.118688691252032
0.0835,41.22777769498496
0.0836,62.45785042676612
0.0837,74.70659391120817
0.0838,99.29786956461994
0.0839,112.92691731892522
0.084,126.7733100914586
0.0841,142.4157601404009
0.0842,156.4710636733484
0.0843,165.67592475692584
0.0844,175.33289402321543
0.0845,180.21681403578106
0.0846,190.96390369818127
0.0847,197.75893506505457
0.0848,203.1496557473594
0.0849,207.13559724673146
0.085,215.41757378369869
0.0851,219.67550065465875
0.0852,228.13430689348627
0.0853,228.38228377386423
0.0854,238.47266134122168
0.0855,241.02135763792546
0.0856,247.98683521431525
0.0857,251.35961643308505
0.0858,259.0777448126428
0.0859,262.95968688934863
0.086,267.88048552995883
0.0861,270.87475509590286
0.0862,270.47075558629996
0.0863,277.0921496571559
0.0864,279.6619592372163
0.0865,277.7651247057609
0.0866,280.698729764492
0.0867,285.7418462704082
0.0868,286.5267442755078
0.0869,292.3271627654257
0.087,289.7829388442982
0.0871,285.75362553984826
0.0872,290.49923604145386
0.0873,294.5327217806001
0.0874,298.01620027276016
0.0875,304.72290073981367
0.0876,301.1401469865427
0.0877,302.6678212926221
0.0878,307.0370611456278
0.0879,309.3675850693056
0.088,310.8781156409977
0.0881,309.24833475673216
0.0882,309.79464382967075
0.0883,305.98436090328704
0.0884,307.39712676558895
0.0885,301.78496766431033
0.0886,298.16129848896503
0.0887,293.4410241036296
0.0888,283.5859933288173
0.0889,281.81590034324455
0.089,271.47774869435904
0.0891,265.697926706023
0.0892,255.50487096716154
0.0893,252.6354981399184
0.0894,243.81930799509345
0.0895,239.85828798866993
0.0896,231.65350258749083
0.0897,225.38486747154408
0.0898,219.32829077151644
0.0899,214.5272683591258
0.09,211.40429901470563
0.0901,208.15989775116597
0.0902,202.44905594575772
0.0903,194.08102624516982
0.0904,186.60725103965882
0.0905,184.37088515307556
0.0906,175.6195164425124
0.0907,166.16417326545397
0.0908,151.1041466739666
0.0909,140.0857963193866
0.091,123.66861622701408
0.0911,108.04467108123673
0.0912,89.90502438151837
0.0913,72.29178824613146
0.0914,51.6337623581959
0.0915,33.59884159563741
0.0916,7.869170478348102
0.0917,-10.69806010680062
0.0918,-34.28878895147071
0.0919,-54.10719412618296
0.092,-74.6082083650222
0.0921,-91.13858589358159
0.0922,-108.8923428709318
0.0923,-121.51773554642831
0.0924,-138.2162889532015
0.0925,-147.33191119519037
0.0926,-160.40378727158318
0.0927,-169.11482618225418
0.0928,-179.92288619617713
0.0929,-186.9382435863302
0.093,-195.5556468647301
0.0931,-200.2432121741109
0.0932,-206.7771857673702
0.0933,-212.7811885635789
0.0934,-217.2814631829531
0.0935,-224.76790483735846
0.0936,-229.5441564487074
0.0937,-232.70207237452112
0.0938,-239.17027222628874
0.0939,-245.2942242540859
0.094,-250.24970919900986
0.0941,-255.77829245326313
0.0942,-262.2615245076196
0.0943,-262.40787500589744
0.0944,-269.33491917951886
0.0945,-273.3821216988743
0.0946,-276.2344177152554
0.0947,-278.51516962734746
0.0948,-278.41517323726055
0.0949,-280.9469419335856
0.095,-284.3371139706139
0.0951,-285.48861709495276
0.0952,-288.44474626492735
0.0953,-289.0301677749909
0.0954,-286.0421000225133
0.0955,-291.1914105398141
0.0956,-293.7868771950373
0.0957,-301.459369648727
0.0958,-298.34713372669376
0.0959,-303.9199798567526
0.096,-308.19759740073783
0.0961,-306.4777833843347
0.0962,-312.325715887822
0.0963,-310.31187632064075
0.0964,-310.33184574646214
0.0965,-309.6435247512434
0.0966,-305.575415080414
0.0967,-307.661746558044
0.0968,-303.5794418621088
0.0969,-301.98680311718306
0.097,-296.8368823596408
0.0971,-291.50700224191587
0.0972,-285.15360610742096
0.0973,-276.93537715354097
0.0974,-268.9346175948448
0.0975,-263.8814584817641
0.0976,-253.5780846064206
0.0977,-251.04466664577518
0.0978,-242.70436917377276
0.0979,-233.15602176111148
0.098,-227.57038335519454
0.0981,-224.10599616383485
0.0982,-219.5437354554899
0.0983,-219.2333167659316
0.0984,-211.18429663635095
0.0985,-202.18153791008612
0.0986,-198.50309929119942
0.0987,-194.33509728104855
0.0988,-183.8818204707479
0.0989,-178.79420221054806
0.099,-167.70038704067562
0.0991,-154.20232985354585
0.0992,-144.2899457751265
0.0993,-132.9179376739964
0.0994,-115.72922607109246
0.0995,-90.59411246935662
0.0996,-73.71515349004656
0.0997,-58.704107073826485
0.0998,-37.1376168856333
0.0999,-18.40997900836125
0.1,7.551315069546893
0.1001,28.962584138302987
0.1002,46.95061685013503
0.1003,64.84941672660268
0.1004,86.73762875585155
0.1005,102.48138874284903
0.1006,116.63334749076755
0.1007,134.78286461948056
0.1008,146.20941634745864
0.1009,158.15980120321524
0.101,168.63761859686005
0.1011,177.2199858982418
0.1012,185.70961181326246
0.1013,190.8770648786422
0.1014,201.7927161613122
0.1015,205.7875860898622
0.1016,211.29451853186328
0.1017,216.37552442530549
0.1018,221.44796960038528
0.1019,228.02712615863106
0.102,227.60618367082182
0.1021,240.3169134217082
0.1022,244.58443942950174
0.1023,250.2080506672928
0.1024,254.5802271726026
0.1025,258.48108928346306
0.1026,264.74809355431745
0.1027,267.50299571859966
0.1028,268.429274129052
0.1029,277.85292181279584
0.103,277.13318686095573
0.1031,280.2243150304219
0.1032,279.772539495914
0.1033,287.7978135168776
0.1034,284.45574498641577
0.1035,288.0513781696898
0.1036,289.7405823464474
0.1037,292.0098377381519
0.1038,292.41723615200823
0.1039,294.80843514670687
0.104,298.2648585812981
0.1041,294.5736141284127
0.1042,303.5488064769398
0.1043,302.21706542615357
0.1044,302.4340288239514
0.1045,308.119677784299
0.1046,308.8239594431155
0.1047,308.7319102760297
